E09000006,Bromley,1,English (English or Welsh in Wales),292904
E09000006,Bromley,2,Welsh or Cymraeg (in England only),40
E09000006,Bromley,3,Other UK language: Gaelic (Irish),12
E09000006,Bromley,6,Other UK language: Gaelic (Not otherwise specified),2
E09000006,Bromley,7,Other UK language: Cornish,1
E09000006,Bromley,8,Other UK language: Scots,1
E09000006,Bromley,10,Other UK language: Romany English,13
E09000006,Bromley,12,French,896
E09000006,Bromley,13,Portuguese,1880
E09000006,Bromley,14,Spanish,1727
E09000006,Bromley,15,Other European language (EU): Italian,1167
E09000006,Bromley,16,Other European language (EU): German,311
E09000006,Bromley,17,Other European language (EU): Polish,1862
E09000006,Bromley,18,Other European language (EU): Slovak,138
E09000006,Bromley,19,Other European language (EU): Czech,119
E09000006,Bromley,20,Other European language (EU): Romanian,1772
E09000006,Bromley,21,Other European language (EU): Lithuanian,702
E09000006,Bromley,22,Other European language (EU): Latvian,62
E09000006,Bromley,23,Other European language (EU): Hungarian,435
E09000006,Bromley,24,Other European language (EU): Bulgarian,794
E09000006,Bromley,25,Other European language (EU): Greek,553
E09000006,Bromley,26,Other European language (EU): Dutch,123
E09000006,Bromley,27,Other European language (EU): Swedish,91
E09000006,Bromley,28,Other European language (EU): Danish,57
E09000006,Bromley,29,Other European language (EU): Finnish,39
E09000006,Bromley,30,Other European language (EU): Estonian,11
E09000006,Bromley,31,Other European language (EU): Slovenian,8
E09000006,Bromley,32,Other European language (EU): Maltese,16
E09000006,Bromley,33,Other European language (EU): Any other European language (EU),25
E09000006,Bromley,34,Other European language (non EU): Albanian,685
E09000006,Bromley,35,Other European language (non EU): Ukrainian,207
E09000006,Bromley,36,Other European language (non EU): Any other Eastern European language (non EU),3
E09000006,Bromley,37,Other European language (non EU): Northern European language (non EU),38
E09000006,Bromley,38,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",154
E09000006,Bromley,41,Russian,935
E09000006,Bromley,42,Turkish,1038
E09000006,Bromley,43,Arabic,544
E09000006,Bromley,44,West or Central Asian language: Hebrew,27
E09000006,Bromley,45,West or Central Asian language: Kurdish,128
E09000006,Bromley,46,West or Central Asian language: Persian or Farsi,350
E09000006,Bromley,47,West or Central Asian language: Pashto,63
E09000006,Bromley,48,West or Central Asian language: Any other West or Central Asian language,45
E09000006,Bromley,49,South Asian language: Urdu,322
E09000006,Bromley,50,South Asian language: Hindi,628
E09000006,Bromley,51,South Asian language: Panjabi,229
E09000006,Bromley,53,South Asian language: Bengali (with Sylheti and Chatgaya),483
E09000006,Bromley,54,South Asian language: Gujarati,477
E09000006,Bromley,55,South Asian language: Marathi,154
E09000006,Bromley,56,South Asian language: Telugu,380
